OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
351270,232811105,10/8/2023 9:46:13 PM,10/8/2023 8:30:00 PM,10/8/2023 9:00:00 PM,Sunday,1,2,210,3393 PEACHTREE RD NE,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.362119,33.84676,Lenox,B,7,Part I,,105f0dc0-8d84-4357-86fd-8d97e9317af8,-84.362119,33.8467600000001
351273,232811106,10/8/2023 9:49:56 PM,7/11/2023 2:00:00 PM,10/8/2023 9:00:00 PM,Tuesday,3,2,211,2525 PIEDMONT RD NE,Commercial/ Office Building,270,Embezzlement,PROPERTY,N,,,Day Watch,-84.366,33.824499,Lindbergh/Morosgo,B,6,Part II,,95ed38ee-2b14-4758-be8b-16885fff6787,-84.366,33.8244990000001
351274,232811106,10/8/2023 9:49:56 PM,7/11/2023 2:00:00 PM,10/8/2023 9:00:00 PM,Tuesday,3,2,211,2525 PIEDMONT RD NE,Commercial/ Office Building,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.366,33.824499,Lindbergh/Morosgo,B,6,Part I,,c7b9b6c6-7247-4237-985c-d3fa9e1887ee,-84.366,33.8244990000001
351276,232782043,10/8/2023 10:17:13 PM,,,Sunday,1,4,410,2008 CAMPBELLTON RD SW,Bar/ Nightclub,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.455159,33.707196,Campbellton Road,R,11,Part I,1,d698519f-769b-4396-890c-8788a932a0ed,-84.455159,33.7071960000001
351281,232811201,10/8/2023 10:29:56 PM,10/8/2023 9:20:00 PM,10/8/2023 10:25:00 PM,Sunday,1,4,412,4465 CAMPBELLTON RD SW,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.534622,33.697039,,P,11,Part I,,f8fac697-3a0d-4f84-9026-93b6e5d6c2f5,-84.534622,33.6970390000001
351282,232811090,10/8/2023 10:35:52 PM,10/8/2023 12:30:00 AM,10/9/2023 12:30:00 AM,Saturday,7,2,211,2323 PIEDMONT RD NE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.366222,33.818687,Lindbergh/Morosgo,B,6,Part I,1,ff70f036-fc0f-4cc5-8ed3-e9c9d812856c,-84.3662219999999,33.8186870000001
351280,232811108,10/8/2023 11:06:55 PM,10/8/2023 3:30:00 PM,10/8/2023 11:07:00 PM,Sunday,1,5,508,323 TED TURNER DR NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.388702,33.763562,Downtown,M,2,Part II,1,ac9148e6-ca51-435b-891f-f20a2fb38902,-84.388702,33.763562
351284,232811285,10/8/2023 11:10:16 PM,10/8/2023 10:14:00 PM,,Sunday,1,1,108,291 HAMILTON E HOLMES DR NW,Highway/ Road/ Alley/ Street/ Sidewalk,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.469208,33.763003,Center Hill,J,3,Part II,1,becded56-b580-470e-a7b9-6c804ed284c3,-84.469208,33.763003
351285,232811060,10/8/2023 11:19:44 PM,10/8/2023 5:00:00 AM,10/8/2023 5:30:00 AM,Sunday,1,2,211,2193 PEACHTREE RD NE,Service/ Gas Station,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.391439,33.814113,,E,7,Part II,1,d6b94bcd-a480-4c79-b8b3-9b7b20618792,-84.3914389999999,33.8141130000001
351283,232818072,10/8/2023 11:21:26 PM,10/8/2023 8:00:00 AM,10/8/2023 10:20:00 PM,Sunday,1,7,702,1000 S LOOP RD,Air/ Bus/ Train Terminal,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.42202,33.628009,,,,Part II,1,a5d54bc5-a25d-4bc7-bfe1-8b87acc21e19,-84.42202,33.6280090000001
351286,232811344,10/9/2023 12:00:57 AM,10/8/2023 9:14:00 PM,10/8/2023 9:30:00 PM,Sunday,1,6,603,700 RANKIN ST NE,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.364206,33.768181,Old Fourth Ward,M,2,Part I,1,4569f620-c4d9-49e3-8c87-9668655cd9a9,-84.364206,33.768181
351287,232811436,10/9/2023 12:22:34 AM,10/8/2023 11:55:00 PM,10/9/2023 12:15:00 AM,Sunday,1,5,510,80 JESSE HILL JR DR SE,Drug Store/ Doctor's Office/ Hospital,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.381982,33.751676,Downtown,M,5,Part II,,f28147c0-5ed9-4a9e-8845-fa91f9953b50,-84.3819819999999,33.751676
351292,232811401,10/9/2023 12:59:15 AM,10/8/2023 6:00:00 PM,10/8/2023 6:30:00 PM,Sunday,1,3,309,2685 METROPOLITAN PKWY SW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.409022,33.682739,Perkerson,X,12,Part I,1,cc451c96-4c91-4dbb-8a8c-7f99fe39fa09,-84.4090219999999,33.682739
351288,232811365,10/9/2023 1:11:39 AM,10/8/2023 11:03:00 PM,10/8/2023 11:03:00 PM,Sunday,1,3,307,1917 PRYOR RD SW,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.399151,33.702135,Lakewood Heights,Y,12,Part II,,4be0dc77-07cc-43f7-bf47-0058f63cbcf5,-84.399151,33.7021350000001
351289,232811460,10/9/2023 1:11:40 AM,10/9/2023 12:14:00 AM,10/9/2023 1:00:00 AM,Sunday,1,3,306,1880 METROPOLITAN PKWY SW,Parking/ Drop Lot/ Garage,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.407725,33.703069,Sylvan Hills,X,12,Part I,2,f9601db5-01f8-429c-852c-7b6517aab40b,-84.407725,33.703069
351290,232811400,10/9/2023 1:16:19 AM,10/8/2023 4:00:00 AM,,Sunday,1,3,307,LAKEWOOD AVE SE / STILLMAN ST SE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,Y,,,Morning Watch,-84.38161,33.704125,Lakewood Heights,Y,1,Part II,,c6274341-53d6-4f59-84c1-bafd0a7f55b0,-84.38161,33.704125
351291,232811400,10/9/2023 1:16:19 AM,10/8/2023 11:38:00 PM,,Sunday,1,3,307,LAKEWOOD AVE SE / STILLMAN ST SE,Highway/ Road/ Alley/ Street/ Sidewalk,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.38161,33.704125,Lakewood Heights,Y,1,Part II,,ccfb9b68-154e-4fb3-a4a2-04a2f14c1f74,-84.38161,33.704125
351295,232811559,10/9/2023 2:10:31 AM,10/9/2023 1:00:00 AM,10/9/2023 1:31:00 AM,Sunday,1,4,412,1381 KIMBERLY WAY SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.522624,33.717412,Ashley Courts,P,11,Part I,1,984a7af3-548b-4ed8-b32e-f5f1b3b984cd,-84.522624,33.717412
351293,232811558,10/9/2023 2:19:10 AM,10/9/2023 1:15:00 AM,10/9/2023 3:00:00 AM,Sunday,1,4,408,1975 CAMPBELLTON RD SW,Convenience Store,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.453851,33.708272,Venetian Hills,S,11,Part I,1,5f143aaa-99f5-4e7e-badf-7094735d5128,-84.453851,33.7082720000001
351304,232811538,10/9/2023 2:25:17 AM,10/9/2023 1:17:00 AM,10/9/2023 2:00:00 AM,Sunday,1,1,101,866 PARSONS ST SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.415943,33.750641,Atlanta University Center,T,4,Part I,2,c3e1dc23-06b1-4357-91c5-fc0587ab8944,-84.415943,33.750641
351299,232811547,10/9/2023 2:36:25 AM,10/8/2023 11:40:00 PM,10/9/2023 2:40:00 AM,Sunday,1,1,114,3815 MARTIN LUTHER KING JR DR SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.51241,33.768979,Old Gordon,H,10,Part I,1,b1107c59-3ef7-406f-b8c8-141e9ca39e5c,-84.51241,33.7689790000001
351300,232811547,10/9/2023 2:36:25 AM,10/9/2023 1:40:00 AM,10/9/2023 2:40:00 AM,Sunday,1,1,114,3815 MARTIN L KING JR DR NW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.513628,33.768673,Old Gordon,H,10,Part I,2,ca2a64e6-0c9c-415e-a0bd-afd65c8e47de,-84.513628,33.768673
351296,232811365,10/9/2023 2:39:05 AM,10/8/2023 11:03:00 PM,10/8/2023 11:03:00 PM,Sunday,1,3,307,1917 PRYOR RD SW,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.399151,33.702135,Lakewood Heights,Y,12,Part II,,efb626a4-9bf1-4bac-88ec-24cce66fe6a9,-84.399151,33.7021350000001
351294,232810373,10/9/2023 3:19:18 AM,10/8/2023 4:00:00 AM,10/8/2023 8:05:00 AM,Sunday,1,3,307,1483 ARTHUR LANGFORD JR PL SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.397906,33.710948,Joyland,Y,12,Part II,1,b1c07c12-009d-403e-bf4d-7e9f044ebe52,-84.397906,33.710948
351298,232811665,10/9/2023 3:55:51 AM,10/9/2023 3:15:00 AM,10/9/2023 3:20:00 AM,Sunday,1,1,107,1990 DONALD LEE HOLLOWELL PKWY NW,Service/ Gas Station,23C,Shoplifting,PROPERTY,N,,,Morning Watch,-84.449591,33.776251,Grove Park,J,9,Part I,,96cac2c2-b433-4b4c-acc1-ac197bb6a6c8,-84.4495909999999,33.7762510000001
351301,232811570,10/9/2023 4:03:37 AM,10/9/2023 1:36:00 AM,10/9/2023 1:50:00 AM,Sunday,1,2,212,2195 MONROE DR NE,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.368492,33.810377,Piedmont Heights,F,6,Part II,,e65d7bdf-ce3c-4d97-adf4-4087040074ef,-84.3684919999999,33.8103770000001
351312,232811680,10/9/2023 4:11:33 AM,10/9/2023 3:09:00 AM,10/9/2023 4:12:00 AM,Sunday,1,3,301,390 HILLSIDE DR SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.400413,33.716557,Capitol View Manor,X,12,Part II,1,991c2559-bc73-40e2-b63f-5af1ddbf9588,-84.400413,33.7165570000001
351307,232811681,10/9/2023 4:20:12 AM,10/9/2023 3:28:00 AM,10/10/2023 3:50:00 AM,Sunday,1,5,505,763 PEACHTREE ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.384463,33.775539,Midtown,E,2,Part I,2,5c6d33fd-9286-447d-a8f3-e7362e9828dc,-84.384463,33.775539
351308,232811701,10/9/2023 4:23:32 AM,10/9/2023 3:30:00 AM,10/9/2023 3:45:00 AM,Sunday,1,5,501,999 BRADY AVE NW,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.413099,33.782018,Home Park,E,3,Part I,3,b47fbc8c-0e4a-4a04-8551-f386ec2c859a,-84.413099,33.7820180000001
351310,232811586,10/9/2023 4:46:15 AM,10/8/2023 10:30:00 PM,10/9/2023 3:30:00 AM,Sunday,1,3,303,571 COOPER ST SW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.397255,33.739178,Mechanicsville,V,4,Part I,6,a4da2e8c-dd1b-4da3-83db-46a41a9e544e,-84.397255,33.739178
351305,232811554,10/9/2023 4:47:28 AM,10/9/2023 1:27:00 AM,10/9/2023 4:30:00 AM,Sunday,1,1,108,2197 MARTIN LUTHER KING JR DR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.4642,33.752524,Florida Heights,I,10,Part I,1,0b2e41d1-912c-4285-b53a-f1255fec5674,-84.4641999999999,33.7525240000001
351306,232811689,10/9/2023 4:51:16 AM,10/7/2023 6:15:00 PM,10/9/2023 3:35:00 AM,Saturday,7,2,204,1715 HOWELL MILL RD NW,Grocery/ Supermarket,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.413226,33.801795,Berkeley Park,D,9,Part I,1,41b828cd-13a8-40dd-9cce-fbf52f1e3fff,-84.413226,33.801795
351387,232820012,10/9/2023 5:05:21 AM,10/9/2023 3:58:00 AM,10/9/2023 4:11:00 AM,Sunday,1,5,503,80 PEACHTREE PL NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.38494,33.780963,Midtown,E,2,Part I,1,53113ec5-d57c-4be5-81a6-7f7b973cc36a,-84.38494,33.780963
351309,232811580,10/9/2023 5:08:12 AM,10/9/2023 12:00:00 AM,10/9/2023 1:40:00 AM,Sunday,1,5,509,226 COURTLAND ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.384067,33.760048,Downtown,M,5,Part I,1,2ec6d261-862f-4418-afa5-b16debbab6e4,-84.384067,33.760048
351311,232820065,10/9/2023 5:24:20 AM,10/9/2023 4:15:00 AM,10/9/2023 4:39:00 AM,Monday,2,4,405,200 PEYTON PL SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Morning Watch,-84.475282,33.749882,Harland Terrace,I,10,Part I,1,4907e4ae-1cd6-496a-9583-c0b66a1c2cc7,-84.4752819999999,33.7498820000001
351313,232811630,10/9/2023 5:55:53 AM,10/9/2023 2:40:00 AM,10/10/2023 3:42:00 AM,Sunday,1,6,603,675 PONCE DE LEON AVE NE,Commercial/ Office Building,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.365708,33.772552,Old Fourth Ward,M,2,Part II,1,a53e9222-8a96-42e2-a833-ff7337d4c0ba,-84.365708,33.7725520000001
351314,232820092,10/9/2023 6:12:17 AM,10/8/2023 7:25:00 PM,10/9/2023 6:12:00 AM,Sunday,1,6,606,1058 WYLIE ST SE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.35247,33.752617,Reynoldstown,N,5,Part I,2,327f0e04-eab5-4297-985d-ab4d69d82fb2,-84.35247,33.752617
351321,232820016,10/9/2023 7:14:27 AM,10/9/2023 4:00:00 AM,10/9/2023 6:00:00 AM,Monday,2,4,404,1749 EMERALD AVE SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.445057,33.742325,Westview,T,10,Part II,1,7f8abc83-680b-4c94-b0d9-eb4ec8d4599a,-84.445057,33.7423250000001
351317,232820214,10/9/2023 7:23:36 AM,10/9/2023 6:48:00 AM,10/9/2023 7:32:00 AM,Monday,2,2,210,3639 PEACHTREE RD NE,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.357766,33.853734,Ridgedale Park,B,7,Part II,1,d9f31311-3640-4d96-9438-6fd3b94406b4,-84.357766,33.853734
351316,232820148,10/9/2023 7:44:59 AM,10/9/2023 5:42:00 AM,10/9/2023 6:00:00 AM,Monday,2,4,407,320 FAIRBURN RD SW,Residence/ Home / Apartment / Condo,280,Stolen Property Offenses,PROPERTY,N,,,Morning Watch,-84.508116,33.748764,Fairburn Mays,H,10,Part II,,c835f7c8-3eaa-43f8-a53e-3dd5fde627b9,-84.508116,33.7487640000001
351315,232820216,10/9/2023 8:13:00 AM,10/9/2023 6:51:00 AM,10/9/2023 9:00:00 AM,Monday,2,6,604,427 EDGEWOOD AVE SE,Bar/ Nightclub,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.373615,33.754131,Sweet Auburn,M,5,Part II,,c6a19ada-a238-42d1-ab46-10909f65869f,-84.373615,33.754131
351325,232820062,10/9/2023 8:15:20 AM,10/9/2023 4:38:00 AM,10/9/2023 7:45:00 AM,Monday,2,5,502,1430 PEACHTREE ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.387187,33.793683,Midtown,E,6,Part I,2,7ae3d53d-5447-4ccc-b674-325e57c025b0,-84.387187,33.793683
351323,232820149,10/9/2023 8:24:10 AM,10/8/2023 10:45:00 PM,10/9/2023 5:39:00 AM,Sunday,1,3,306,1980 ARROW ST SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.425861,33.700578,Sylvan Hills,X,12,Part I,3,29a53251-dc79-439b-955f-5b2ed222e54a,-84.4258609999999,33.7005780000001
351324,232820266,10/9/2023 8:29:14 AM,10/9/2023 8:08:00 AM,10/9/2023 8:30:00 AM,Monday,2,2,210,3755 PEACHTREE RD NE,Commercial/ Office Building,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.348839,33.855661,Ridgedale Park,B,7,Part II,,da0b2c1e-e4d8-4d71-92f0-96e6b8000d5d,-84.3488389999999,33.8556610000001
351319,232820217,10/9/2023 8:35:38 AM,10/9/2023 7:00:00 AM,10/9/2023 8:35:00 AM,Monday,2,6,604,55 HILLIARD ST SE,Highway/ Road/ Alley/ Street/ Sidewalk,120,Robbery,PROPERTY,Y,,,Morning Watch,-84.377377,33.75283,Sweet Auburn,M,5,Part I,1,0d940853-99cd-4d08-8e47-39b0037ccc84,-84.377377,33.7528300000001
351578,232820029,10/9/2023 8:54:17 AM,10/9/2023 4:11:00 AM,10/9/2023 4:40:00 AM,Monday,2,4,407,192 FAIRBURN RD SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.50734,33.749571,Adamsville,H,10,Part II,1,4d2c0549-2b6d-4fa0-844d-c4830bad4d6a,-84.5073399999999,33.7495710000001
351322,232820275,10/9/2023 9:22:53 AM,10/9/2023 8:05:00 AM,10/9/2023 8:24:00 AM,Monday,2,4,405,334 HENRY AARON AVE SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.457049,33.746447,Florida Heights,I,10,Part I,1,3c1a8746-eede-4079-a18c-0bad91eaa24c,-84.457049,33.746447
351326,232820043,10/9/2023 9:35:28 AM,10/8/2023 6:00:00 PM,10/9/2023 3:30:00 AM,Sunday,1,2,206,324 E PACES FERRY RD NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.376909,33.839417,Buckhead Village,B,7,Part I,1,6995dbc5-ac7c-41bf-8a3c-df134a060025,-84.376909,33.839417
351327,232811575,10/9/2023 10:23:34 AM,10/9/2023 1:36:00 AM,10/10/2023 1:36:00 AM,Sunday,1,5,501,1115 HOWELL MILL RD NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.411357,33.785274,Home Park,E,3,Part I,1,56bb1a92-2850-4365-b0d2-088e3e06116c,-84.411357,33.7852740000001
351329,232820274,10/9/2023 10:38:35 AM,10/9/2023 8:25:00 AM,10/9/2023 9:00:00 AM,Monday,2,5,504,375 LUCKIE ST NW,Restaurant,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.395777,33.764943,Downtown,M,4,Part II,,6e99b6dc-cbcb-4f3c-bb35-ae9821c72a28,-84.395777,33.7649430000001
351328,232820340,10/9/2023 11:07:45 AM,10/9/2023 9:26:00 AM,10/9/2023 11:11:00 AM,Monday,2,1,109,2176 DONALD LEE HOLLOWELL PKWY NW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Morning Watch,-84.457234,33.776415,Grove Park,J,9,Part I,1,2c88cbb5-6a0b-41c0-ace1-0b2be64fc2eb,-84.457234,33.776415
351332,232820388,10/9/2023 11:27:02 AM,10/9/2023 3:00:00 AM,10/9/2023 10:00:00 AM,Sunday,1,4,405,330 CAMFIELD CT SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.460883,33.746681,Florida Heights,I,10,Part I,1,07cbea43-d6d9-4182-9340-8678c6c2c7be,-84.460883,33.746681
351330,232820402,10/9/2023 11:51:03 AM,10/9/2023 11:05:00 AM,10/9/2023 12:00:00 PM,Monday,2,6,609,159 WHITEFOORD AVE SE,Other/Unknown,13B,Simple Assault,PERSON,N,,,Day Watch,-84.342469,33.749041,Edgewood,O,5,Part II,1,051811c1-5b94-4abc-833b-ded96a9ac37e,-84.3424689999999,33.749041
351438,232820323,10/9/2023 12:29:29 PM,10/9/2023 9:24:00 AM,10/9/2023 12:10:00 PM,Monday,2,4,414,3833 PRINCETON LAKES CT SW,Hotel/ Motel/ Etc.,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.513094,33.657383,Princeton Lakes,P,11,Part I,1,5a8cfe42-8977-4087-a83d-e411fb96023e,-84.513094,33.657383
351338,232820263,10/9/2023 12:32:01 PM,10/9/2023 7:40:00 AM,10/9/2023 8:00:00 AM,Monday,2,5,507,89 CENTENNIAL OLYMPIC PARK DR NW,Hotel/ Motel/ Etc.,13A,Aggravated Assault,PERSON,N,,,Morning Watch,-84.39921,33.753523,Castleberry Hill,M,3,Part I,1,c2eb74ff-cab7-462c-8472-d118d0c53e5b,-84.39921,33.753523
351336,232820321,10/9/2023 12:32:50 PM,10/9/2023 1:00:00 AM,10/9/2023 11:30:00 AM,Sunday,1,5,508,103 LUCKIE ST NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.389533,33.757616,Downtown,M,2,Part II,3,78526827-d4e3-41df-af95-dc7d053b3a4a,-84.389533,33.757616
351337,232828019,10/9/2023 12:38:12 PM,10/9/2023 11:25:00 AM,10/9/2023 12:39:00 PM,Monday,2,7,706,7062 SPINE RD,Air/ Bus/ Train Terminal,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.443785,33.640766,,,,Part II,,99270a31-7fee-428f-8492-f87a5043bf1a,-84.4437849999999,33.640766
351333,232820396,10/9/2023 12:44:26 PM,10/9/2023 4:00:00 AM,10/9/2023 4:00:00 AM,Monday,2,3,304,728 FOND LN SE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.385548,33.734562,Summerhill,V,1,Part II,1,65cba69f-6b40-478e-8dd4-425fd5525089,-84.385548,33.734562
351334,232820414,10/9/2023 12:47:25 PM,10/6/2023 5:15:00 PM,10/9/2023 11:15:00 AM,Friday,6,6,603,747 RALPH MCGILL BLVD NE,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.362745,33.766626,Old Fourth Ward,M,2,Part I,1,2cabd9ac-fe5e-4f16-971f-a64b1bcd877c,-84.362745,33.766626
351335,232810699,10/9/2023 12:57:25 PM,10/8/2023 5:00:00 AM,10/9/2023 2:30:00 PM,Sunday,1,1,101,874 T P BURRUSS SR DR SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.416249,33.753955,Atlanta University Center,T,4,Part I,1,3f23cb36-9ccd-4dd1-9e75-7bbb0237580e,-84.4162489999999,33.7539550000001
351339,232820428,10/9/2023 1:20:53 PM,10/9/2023 9:50:00 AM,10/9/2023 12:04:00 PM,Monday,2,4,401,1226 GREENWICH ST SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.427796,33.743636,West End,T,4,Part I,2,9e7a3d59-fc98-4db7-9ebd-612e62fc98f3,-84.4277959999999,33.743636
351342,232820491,10/9/2023 1:43:49 PM,10/9/2023 1:47:00 PM,10/9/2023 1:47:00 PM,Monday,2,3,304,1026 WASHINGTON ST SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.390582,33.726706,Peoplestown,V,1,Part I,1,dc1da2a5-0a2e-423c-8f59-233693cc7664,-84.3905819999999,33.726706
351341,232820486,10/9/2023 1:48:01 PM,10/9/2023 3:00:00 AM,10/9/2023 9:00:00 AM,Sunday,1,3,305,1099 BOULEVARD SE,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.368708,33.724397,Chosewood Park,Y,1,Part I,2,37de5239-e674-44d1-a660-d6e4dd72f1b5,-84.368708,33.7243970000001
351344,232811502,10/9/2023 2:13:12 PM,10/9/2023 12:20:00 AM,10/9/2023 12:38:00 AM,Sunday,1,4,407,320 FAIRBURN RD SW,Residence/ Home / Apartment / Condo,11B,Sodomy,PERSON,N,,,Evening Watch,-84.508116,33.748764,Fairburn Mays,H,10,Part II,1,39cf3140-2400-4778-8898-575cb49f7faf,-84.508116,33.7487640000001
351343,232820327,10/9/2023 2:15:20 PM,10/9/2023 12:00:00 AM,10/9/2023 10:00:00 AM,Sunday,1,5,502,145 15TH ST NE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.382106,33.787989,Ansley Park,E,6,Part II,6,51fa8581-bd2d-4351-8f91-13069dc4fe2e,-84.382106,33.787989
351340,232820348,10/9/2023 2:17:26 PM,10/7/2023 8:00:00 PM,10/9/2023 9:00:00 AM,Saturday,7,5,503,95 8TH ST NW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.390016,33.780074,Midtown,E,2,Part I,1,d467f69c-b571-4ee4-a754-b1154fc3c8f0,-84.3900159999999,33.7800740000001
351350,232820499,10/9/2023 2:27:37 PM,10/9/2023 9:50:00 AM,10/9/2023 12:04:00 PM,Monday,2,4,401,1226 GREENWICH ST SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.427796,33.743636,West End,T,4,Part I,1,90d89ac4-eb95-4db0-9b21-89e8afc15c9e,-84.4277959999999,33.743636
351345,232820534,10/9/2023 2:31:17 PM,10/9/2023 7:35:00 AM,10/9/2023 7:50:00 AM,Monday,2,2,208,3475 PIEDMONT RD NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.375192,33.849912,North Buckhead,B,7,Part I,1,289fb933-3e68-4cbb-a1aa-7e97ecd73da1,-84.375192,33.8499120000001
351346,232820432,10/9/2023 2:49:09 PM,10/9/2023 12:00:00 AM,10/9/2023 12:00:00 PM,Sunday,1,1,105,111 LEATHERS CIR NW,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.442124,33.757919,West Lake,J,3,Part I,,89ec0ff2-d20c-47d0-9a81-0c0cafbf79bd,-84.442124,33.7579190000001
351608,232820432,10/9/2023 2:49:09 PM,10/9/2023 12:00:00 AM,10/9/2023 12:00:00 PM,Sunday,1,1,105,111 LEATHERS CIR NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.442124,33.757919,West Lake,J,3,Part II,,42cc37e9-b8ba-4978-9fe4-1c1486da0316,-84.442124,33.7579190000001
