OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
346723,232761908,10/4/2023 1:53:37 AM,10/4/2023 12:49:00 AM,10/4/2023 1:53:00 AM,Tuesday,3,2,211,PIEDMONT RD NE / LINDBERGH DR NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.367459,33.821434,Lindbergh/Morosgo,B,6,Part II,,0bd6bbbe-fd8a-45a0-99d3-2070264f6e32,-84.3674589999999,33.8214340000001
346368,232761792,10/4/2023 1:58:49 AM,10/3/2023 11:37:00 PM,10/4/2023 12:00:00 AM,Tuesday,3,4,410,2328 CAMPBELLTON RD SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.463753,33.704148,Campbellton Road,R,11,Part I,1,cd9a5075-ff7b-4310-a545-9ff9b99b8f30,-84.4637529999999,33.704148
345495,232750862,10/4/2023 2:03:54 AM,10/2/2023 4:55:00 PM,10/2/2023 7:56:00 PM,Monday,2,4,413,2374 FAIRBURN RD SW,Residence/ Home / Apartment / Condo,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.511155,33.690141,,P,11,Part I,,ccd7519d-45ee-4afe-b25d-3f41ffcad8ea,-84.511155,33.690141
346866,232761730,10/4/2023 2:07:15 AM,10/3/2023 10:50:00 PM,10/4/2023 2:07:00 AM,Tuesday,3,1,110,1903 DREW DR NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.451064,33.793464,West Highlands,G,9,Part II,1,ee00a544-dedc-4b4f-b5e5-2ba0d02ec152,-84.451064,33.793464
350842,232761418,10/4/2023 2:09:52 AM,10/3/2023 7:50:00 PM,10/3/2023 8:28:00 PM,Tuesday,3,2,207,322 GARDEN LN NW,Park/ Playground,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.398429,33.798179,Loring Heights,E,8,Part II,1,a6e33b01-d087-4450-8267-5b454b8d2103,-84.398429,33.7981790000001
345496,232761917,10/4/2023 2:27:10 AM,10/4/2023 12:00:00 AM,,Tuesday,3,3,303,226 RALPH DAVID ABERNATHY BLVD SW,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.395536,33.73664,Mechanicsville,V,4,Part I,,11b4d521-73dc-4441-b4fb-cbc74a2f83bc,-84.3955359999999,33.7366400000001
346867,232761706,10/4/2023 3:03:30 AM,10/3/2023 10:39:00 PM,10/4/2023 3:00:00 AM,Tuesday,3,2,205,COLLIER RD NW / COTTAGE LN NW,Highway/ Road/ Alley/ Street/ Sidewalk,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.406423,33.810539,Collier Hills,C,8,Part II,,feab3abb-4ff6-4c6f-9b7c-2847331019a6,-84.406423,33.8105390000001
346868,232761706,10/4/2023 3:03:30 AM,10/3/2023 10:39:00 PM,10/4/2023 3:00:00 AM,Tuesday,3,2,205,COLLIER RD NW / COTTAGE LN NW,Highway/ Road/ Alley/ Street/ Sidewalk,280,Stolen Property Offenses,PROPERTY,Y,,,Evening Watch,-84.406423,33.810539,Collier Hills,C,8,Part II,1,ebfa74cd-25d2-45d3-83b7-142e3bb9fe55,-84.406423,33.8105390000001
345497,232762004,10/4/2023 3:54:22 AM,10/4/2023 1:52:00 AM,10/4/2023 3:54:00 AM,Tuesday,3,4,409,2288 CASCADE RD SW,Specialty Store,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.463327,33.722304,Adams Park,R,11,Part I,1,54bc9e30-92f2-4a32-a88c-74e26aef7b98,-84.4633269999999,33.7223040000001
346369,232761952,10/4/2023 4:01:11 AM,10/3/2023 6:30:00 PM,10/4/2023 12:00:00 AM,Tuesday,3,2,209,3112 ALEXANDER CIR NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.36637,33.854998,North Buckhead,B,7,Part II,1,3e107a72-0581-4eaa-9c86-f2951f2a081a,-84.36637,33.8549980000001
350843,232762060,10/4/2023 4:22:38 AM,10/4/2023 2:15:00 AM,10/4/2023 2:45:00 AM,Tuesday,3,6,613,1739 CHESHIRE BRIDGE RD NE,Bar/ Nightclub,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.365217,33.807531,Morningside/Lenox Park,F,6,Part I,2,c9e5ee07-8827-46cd-9f38-ad1c1af9a26f,-84.365217,33.807531
346370,232762115,10/4/2023 4:41:03 AM,10/4/2023 1:00:00 AM,10/4/2023 3:30:00 AM,Tuesday,3,5,503,95 8TH ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.390016,33.780074,Midtown,E,2,Part I,1,f4999a17-5136-4a5e-a075-f145101ae4e9,-84.3900159999999,33.7800740000001
346690,232762084,10/4/2023 4:54:53 AM,10/4/2023 2:00:00 AM,10/4/2023 2:30:00 AM,Tuesday,3,2,212,2105 FAULKNER RD NE,Commercial/ Office Building,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.357068,33.81267,Lindridge/Martin Manor,F,6,Part I,1,d6ff66a9-4acc-4828-bdd1-b6fb0b3a4384,-84.357068,33.81267
346869,232770066,10/4/2023 5:03:29 AM,10/4/2023 4:40:00 AM,10/4/2023 4:41:00 AM,Wednesday,4,6,603,689 BOULEVARD NE,Restaurant,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.370485,33.77351,Old Fourth Ward,M,2,Part II,1,863c38c1-2caf-4a41-a1e1-5c7230924069,-84.370485,33.77351
345498,232770069,10/4/2023 5:19:44 AM,10/4/2023 4:46:00 AM,10/4/2023 6:00:00 AM,Wednesday,4,1,111,3255 MARTIN L KING JR DR NW,Service/ Gas Station,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.493757,33.753345,,I,10,Part II,1,0ee1ab2a-1491-4942-b390-193cea03abee,-84.493757,33.753345
345499,232762119,10/4/2023 5:25:14 AM,10/4/2023 3:57:00 AM,10/4/2023 4:58:00 AM,Tuesday,3,3,307,240 AMAL DR SW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.394918,33.706547,Betmar LaVilla,Y,12,Part II,1,71a57b12-9c7e-405d-8746-fddec0baddcc,-84.394918,33.7065470000001
346724,232762080,10/4/2023 5:51:29 AM,10/4/2023 1:45:00 AM,10/4/2023 2:30:00 AM,Tuesday,3,1,108,2475 SCOTTRIDGE DR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.468171,33.7591,Harvel Homes Community,J,3,Part I,1,d4f7b95c-56a5-4215-9361-d96876d2382b,-84.468171,33.7591
346725,232770045,10/4/2023 5:56:13 AM,10/4/2023 4:30:00 AM,10/4/2023 4:35:00 AM,Wednesday,4,6,602,350 MORELAND AVE NE,Service/ Gas Station,23C,Shoplifting,PROPERTY,N,,,Morning Watch,-84.349701,33.763773,Inman Park,N,2,Part I,,c5372d8a-76ac-4b0b-aafb-f353dc27e0de,-84.349701,33.7637730000001
346726,232770080,10/4/2023 6:15:12 AM,10/4/2023 4:55:00 AM,10/4/2023 5:15:00 AM,Wednesday,4,1,110,1783 JOHNSON RD NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.446097,33.785515,Rockdale,G,9,Part I,1,e1e6490b-3caa-4475-b4e2-21b7bfa5e901,-84.446097,33.785515
346727,232770050,10/4/2023 6:39:32 AM,10/4/2023 4:37:00 AM,10/4/2023 4:48:00 AM,Wednesday,4,1,102,835 MARTIN L KING JR DR NW,Restaurant,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.414571,33.755037,Vine City,L,3,Part I,,c4ed64ea-1733-44a6-bf57-f16b8a3ca6fb,-84.414571,33.7550370000001
346378,232770092,10/4/2023 7:03:45 AM,10/4/2023 5:07:00 AM,10/4/2023 7:00:00 AM,Wednesday,4,1,101,877 BECKWITH ST SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.416318,33.752346,Atlanta University Center,T,4,Part I,1,a4fed595-8554-4130-b0d3-7ad632ea4902,-84.416318,33.752346
346379,232770180,10/4/2023 7:11:09 AM,10/4/2023 6:25:00 AM,10/4/2023 6:26:00 AM,Wednesday,4,3,310,2198 BICKNELL ST SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Morning Watch,-84.397716,33.694382,Polar Rock,Z,12,Part I,1,45192b41-696e-4a90-bcf9-f609a99d4389,-84.3977159999999,33.6943820000001
346728,232762036,10/4/2023 8:23:58 AM,10/2/2023 12:30:00 AM,10/2/2023 12:45:00 AM,Sunday,1,2,212,1878 PIEDMONT RD NE,Restaurant,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.366355,33.807975,Piedmont Heights,F,6,Part I,1,d400bbb2-d282-42e7-a0ab-d6807857db50,-84.3663549999999,33.8079750000001
350844,232762050,10/4/2023 9:09:29 AM,10/4/2023 2:36:00 AM,10/4/2023 2:50:00 AM,Tuesday,3,6,605,1015 BOULEVARD SE,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.368533,33.726494,Grant Park,W,1,Part II,1,b23b59d6-d935-4386-971e-974ea9cb70ae,-84.368533,33.7264940000001
346870,232770055,10/4/2023 9:12:33 AM,10/3/2023 1:00:00 PM,10/4/2023 7:00:00 AM,Tuesday,3,1,104,1049 PARSONS ST SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.422233,33.751271,Ashview Heights,T,4,Part I,1,838b6a7f-6d5f-49d3-acbf-42c470ddcc90,-84.4222329999999,33.751271
351126,232770250,10/4/2023 9:36:20 AM,10/4/2023 7:29:00 AM,10/4/2023 7:29:00 AM,Wednesday,4,4,403,1193 LEE ST SW,Convenience Store,23D,Theft From Building,PROPERTY,N,,,Morning Watch,-84.423019,33.72261,Oakland City,S,4,Part I,1,fa35174b-e3b0-4371-95fb-8d8028eb07fa,-84.423019,33.72261
346691,232770324,10/4/2023 9:47:30 AM,10/4/2023 1:45:00 AM,10/4/2023 8:30:00 AM,Tuesday,3,2,212,415 ARMOUR DR NE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.373945,33.811727,,F,6,Part I,1,933e7253-e0ec-452f-ae1f-be84fdfb2c79,-84.3739449999999,33.8117270000001
346371,232770270,10/4/2023 9:50:43 AM,10/4/2023 7:10:00 AM,10/4/2023 7:53:00 AM,Wednesday,4,4,405,314 BROOKS AVE SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Morning Watch,-84.458579,33.747138,Florida Heights,I,10,Part I,1,fbd3b673-a674-4c3c-b783-7dc176cea963,-84.458579,33.7471380000001
345500,232770399,10/4/2023 11:19:18 AM,10/3/2023 9:00:00 PM,10/4/2023 10:30:00 AM,Tuesday,3,5,501,20TH ST NW / FOWLER ST NW,Construction Site,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.394146,33.794113,Atlantic Station,E,3,Part I,1,1b39c265-3b42-4489-af61-1a01bcd11b57,-84.394146,33.794113
346692,232770425,10/4/2023 12:12:13 PM,10/3/2023 10:00:00 PM,10/4/2023 11:00:00 AM,Tuesday,3,2,201,3065 WESTMINSTER CIR NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.423577,33.83844,Westminster/Milmar,C,8,Part I,1,f415c101-ed49-4ce6-817c-204a53d4d285,-84.423577,33.83844
346693,232770425,10/4/2023 12:12:13 PM,10/3/2023 10:00:00 PM,10/4/2023 11:00:00 AM,Tuesday,3,2,201,3065 WESTMINSTER CIR NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.423577,33.83844,Westminster/Milmar,C,8,Part I,1,3586e4a0-ae83-4a9f-bfbf-3c5f808cced8,-84.423577,33.83844
345501,232762100,10/4/2023 12:53:42 PM,10/4/2023 3:38:00 AM,10/4/2023 4:48:00 AM,Tuesday,3,1,109,681 S GRAND AVE NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.462545,33.773601,Center Hill,J,9,Part I,1,750ebab9-5f2e-49cb-964a-dda86b86c9ac,-84.462545,33.773601
350845,232770410,10/4/2023 1:11:10 PM,10/4/2023 7:50:00 AM,10/4/2023 11:00:00 AM,Wednesday,4,6,602,725 PONCE DE LEON AVE NE,Grocery/ Supermarket,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.363413,33.771707,Poncey-Highland,N,2,Part I,1,9d57c44c-cde0-4dfc-bdef-13284fb9bd8c,-84.363413,33.771707
346380,232778022,10/4/2023 1:16:57 PM,10/4/2023 12:40:00 PM,10/4/2023 1:26:00 PM,Wednesday,4,7,702,2600 MAYNARD H JACKSON JR BLVD,Air/ Bus/ Train Terminal,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.418829,33.640499,,,,Part II,,38523c0f-d4fb-4f4e-9b1f-7463b25ced59,-84.418829,33.640499
351225,232770339,10/4/2023 1:21:51 PM,10/4/2023 9:29:00 AM,10/4/2023 1:20:00 PM,Wednesday,4,4,410,1935 ALISON CT SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.451018,33.700335,Fort Valley,R,11,Part II,1,c1ef25cc-96f8-4600-a8f8-575e8348c84f,-84.451018,33.7003350000001
345502,232750751,10/4/2023 1:26:49 PM,9/29/2023 9:00:00 PM,10/2/2023 3:27:00 PM,Friday,6,5,505,100 6TH ST NE,Residence/ Home / Apartment / Condo,26E,Wire Fraud,PROPERTY,N,,,Evening Watch,-84.384166,33.777564,Midtown,E,2,Part II,1,f4d78a67-dd68-4add-9778-d431b84e49e5,-84.3841659999999,33.777564
346372,232770449,10/4/2023 1:29:06 PM,10/3/2023 5:00:00 PM,10/4/2023 11:00:00 AM,Tuesday,3,5,506,420 GRIFFIN ST NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.411398,33.766119,English Avenue,L,3,Part I,1,27fdc0e8-482f-42d7-b5cc-0d234b72a46f,-84.411398,33.7661190000001
345503,232770544,10/4/2023 2:09:54 PM,10/3/2023 8:30:00 PM,10/3/2023 9:00:00 PM,Tuesday,3,6,603,700 RANKIN ST NE,Parking/ Drop Lot/ Garage,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.364206,33.768181,Old Fourth Ward,M,2,Part I,1,6931fd2b-0f22-443e-a777-b9d36a6635bb,-84.364206,33.768181
346729,232741197,10/4/2023 2:14:22 PM,10/1/2023 7:00:00 PM,10/2/2023 3:00:00 AM,Sunday,1,1,107,379 YONKERS AVE NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.454311,33.765708,Grove Park,J,3,Part I,1,83fcdb81-1f46-446f-8775-22444a10bad0,-84.454311,33.7657080000001
346381,232770620,10/4/2023 2:15:03 PM,10/4/2023 1:00:00 PM,10/4/2023 1:30:00 PM,Wednesday,4,5,502,1 BARKSDALE DR NE,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.379134,33.789985,Ansley Park,E,6,Part II,1,da8e1855-5c81-40e5-8288-ea35373f59c7,-84.379134,33.7899850000001
346730,232770561,10/4/2023 2:33:18 PM,10/4/2023 1:00:00 PM,10/4/2023 1:15:00 PM,Wednesday,4,5,502,1 BARKSDALE DR NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.378104,33.790224,Ansley Park,E,6,Part I,1,3536e3b6-0a70-4702-a02d-d385c1bdc946,-84.378104,33.790224
346373,232770379,10/4/2023 2:52:52 PM,10/3/2023 8:30:00 PM,10/4/2023 10:00:00 AM,Tuesday,3,6,604,560 EDGEWOOD AVE NE,Construction Site,23D,Theft From Building,PROPERTY,N,,,Evening Watch,-84.369053,33.754698,Old Fourth Ward,M,2,Part I,2,ee476c43-e873-4a97-b7c7-bea39ac92544,-84.369053,33.7546980000001
345504,232770403,10/4/2023 3:00:40 PM,10/4/2023 2:30:00 AM,10/4/2023 11:30:00 AM,Tuesday,3,5,504,45 IVAN ALLEN JR BLVD NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.389385,33.765053,Downtown,M,2,Part I,1,9668487f-b163-4ebe-a334-5f4078402629,-84.3893849999999,33.7650530000001
346731,232770625,10/4/2023 3:16:26 PM,10/4/2023 1:59:00 PM,10/4/2023 1:59:00 PM,Wednesday,4,1,106,1001 JOSEPH E BOONE BLVD NW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Day Watch,-84.420355,33.763779,Bankhead,K,3,Part I,1,9faa6e72-227b-4456-8118-06b9761e0554,-84.420355,33.7637790000001
345878,232770693,10/4/2023 3:21:33 PM,10/4/2023 2:41:00 PM,10/4/2023 3:22:00 PM,Wednesday,4,2,208,3312 PIEDMONT RD NE,Hotel/ Motel/ Etc.,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.372584,33.844771,Buckhead Forest,B,7,Part I,,6a30155d-2d02-4897-a80f-d1e920933187,-84.372584,33.844771
346871,232770734,10/4/2023 3:34:37 PM,10/4/2023 2:50:00 PM,10/4/2023 3:08:00 PM,Wednesday,4,4,407,3706 ADAMSVILLE DR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.508832,33.761535,Adamsville,H,10,Part I,1,bf978c45-4420-49bb-a8f1-c3a95f8cb13a,-84.508832,33.761535
346374,232770614,10/4/2023 3:36:27 PM,10/4/2023 2:00:00 AM,10/4/2023 3:45:00 AM,Tuesday,3,6,603,375 BOULEVARD NE,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.371418,33.764705,Old Fourth Ward,M,2,Part II,1,591f7943-0e1b-4371-b03a-8053b4852ebf,-84.3714179999999,33.764705
346375,232770723,10/4/2023 3:36:50 PM,10/4/2023 3:00:00 PM,10/4/2023 3:57:00 PM,Wednesday,4,3,305,201 MOURY AVE SW,Residence/ Home / Apartment / Condo,13C,Intimidation,PERSON,N,,,Day Watch,-84.393291,33.717171,The Villages at Carver,Y,1,Part II,1,313417ae-a288-4c2b-9957-7513335cec1d,-84.393291,33.7171710000001
345505,232770784,10/4/2023 3:52:36 PM,10/4/2023 1:45:00 PM,10/4/2023 3:30:00 PM,Wednesday,4,2,206,2699 PEACHTREE RD NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.386956,33.828065,Peachtree Heights East,B,7,Part I,2,3832907e-7537-4356-a570-7068e0ddae42,-84.3869559999999,33.828065
346376,232770578,10/4/2023 4:17:06 PM,10/3/2023 4:00:00 PM,10/4/2023 11:30:00 AM,Tuesday,3,1,114,484 FAIRLANE CIR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.501586,33.768089,Fairburn Heights,H,10,Part I,,5ef65c27-192c-4a17-b838-22c77a1f85ce,-84.501586,33.768089
346872,232770746,10/4/2023 4:29:02 PM,9/30/2023 2:30:00 PM,9/30/2023 3:00:00 PM,Saturday,7,1,103,1455 ELLSWORTH INDUSTRIAL BLVD NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.425751,33.795789,Blandtown,D,9,Part I,1,3540a857-e2d6-4791-ad02-188fad895bdc,-84.4257509999999,33.7957890000001
346873,232770851,10/4/2023 4:45:49 PM,10/4/2023 5:29:00 PM,10/4/2023 5:29:00 PM,Wednesday,4,4,403,1109 SELWIN AVE SW,Highway/ Road/ Alley/ Street/ Sidewalk,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.426397,33.724708,Oakland City,S,4,Part I,1,d47f271b-2ede-4d1c-a3f4-aff7a714856d,-84.426397,33.7247080000001
346874,232770791,10/4/2023 4:51:45 PM,10/3/2023 4:00:00 AM,10/3/2023 4:00:00 PM,Tuesday,3,5,506,542 JAMES P BRAWLEY DR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.412785,33.769461,English Avenue,L,3,Part I,,adac4009-f385-437c-9454-1f28eefe898e,-84.412785,33.769461
345879,232710956,10/4/2023 4:52:14 PM,9/28/2023 4:00:00 AM,9/28/2023 4:00:00 AM,Thursday,5,4,405,2125 LARCHWOOD RD SW,Residence/ Home / Apartment / Condo,720,Animal Cruelty,SOCIETY,N,,,Morning Watch,-84.457627,33.748413,Florida Heights,I,10,Part II,,82b57fcd-6b13-4812-8281-fa69c94f2116,-84.4576269999999,33.748413
345950,232770725,10/4/2023 4:55:30 PM,10/4/2023 2:53:00 PM,10/4/2023 4:00:00 PM,Wednesday,4,6,607,717 NEEDLETAIL WAY,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.36195,33.724449,Boulevard Heights,W,1,Part I,1,f994acfb-4712-4dc0-bfd6-baf14bb6a610,-84.36195,33.724449
346694,232770820,10/4/2023 5:05:01 PM,10/4/2023 11:10:00 AM,10/4/2023 11:20:00 AM,Wednesday,4,5,503,990 PIEDMONT AVE NE,Commercial/ Office Building,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.380908,33.78152,Midtown,E,2,Part I,,269ef8d1-248b-453b-b7b0-c814801356a2,-84.380908,33.7815200000001
345951,232770864,10/4/2023 5:06:48 PM,10/4/2023 4:35:00 AM,10/4/2023 4:35:00 AM,Wednesday,4,3,311,2920 METROPOLITAN PKWY SW,School - Elementary/ Secondary,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.40805,33.675463,Hammond Park,X,12,Part I,,f320cf1b-767b-4348-ab97-05c381ee7021,-84.4080499999999,33.675463
346695,232770940,10/4/2023 5:07:18 PM,9/25/2023 3:30:00 PM,10/4/2023 5:10:00 PM,Monday,2,1,108,2065 MARTIN L KING JR DR NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Day Watch,-84.454965,33.749999,,I,10,Part II,1,99cd91de-2952-447f-b330-2d3b42b18a58,-84.454965,33.7499990000001
346732,232748052,10/4/2023 5:08:39 PM,9/29/2023 8:30:00 PM,9/29/2023 8:45:00 PM,Friday,6,7,706,6000 S TERMINAL PKWY,Air/ Bus/ Train Terminal,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.444368,33.640311,,,,Part I,1,f8621ae3-36b1-411a-a2fa-d210f5a09c75,-84.4443679999999,33.6403110000001
345952,232770724,10/4/2023 5:08:48 PM,10/4/2023 4:31:00 AM,10/4/2023 4:47:00 AM,Wednesday,4,1,109,636 WOODS DR NW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.468401,33.772383,Center Hill,J,9,Part I,,e6e79d16-a1af-4eac-ac30-9b4e9ff72e21,-84.468401,33.772383
346696,232770866,10/4/2023 5:12:19 PM,10/4/2023 5:35:00 AM,10/4/2023 5:50:00 AM,Wednesday,4,5,503,955 JUNIPER ST NE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.38207,33.78063,Midtown,E,2,Part II,1,95ac79b4-9516-461a-8e8d-302667ed39ef,-84.3820699999999,33.78063
346697,232770866,10/4/2023 5:12:19 PM,10/4/2023 5:35:00 AM,10/4/2023 5:50:00 AM,Wednesday,4,5,503,955 JUNIPER ST NE,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.38207,33.78063,Midtown,E,2,Part I,1,68ac57c4-ff1c-4314-abc9-7a10742724b1,-84.3820699999999,33.78063
346733,232770863,10/4/2023 5:32:09 PM,10/4/2023 4:00:00 PM,10/4/2023 4:19:00 PM,Wednesday,4,6,604,180 JACKSON ST NE,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Day Watch,-84.375614,33.759313,Sweet Auburn,M,5,Part II,1,e61e89a0-32d0-4f99-bdaa-2729ac5c4818,-84.375614,33.7593130000001
346382,232770860,10/4/2023 5:41:32 PM,10/4/2023 5:48:00 PM,10/4/2023 5:48:00 PM,Wednesday,4,3,302,1127 MAYLAND CIR SW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.406119,33.724165,Pittsburgh,V,12,Part I,3,b435b6fd-f1c9-4e5d-b748-b1934851a438,-84.406119,33.724165
346875,232770929,10/4/2023 5:53:33 PM,10/1/2023 9:00:00 PM,10/2/2023 10:00:00 AM,Sunday,1,5,507,300 PETERS ST SW,Rental Storage Facility,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.402187,33.74651,Castleberry Hill,M,4,Part I,,cf5dd9c9-3b29-4f47-975b-cced5e7a7310,-84.402187,33.7465100000001
346426,232770893,10/4/2023 6:03:46 PM,10/4/2023 4:34:00 PM,10/4/2023 6:00:00 PM,Wednesday,4,6,606,443 MORELAND AVE SE,Restaurant,35A,Drug/Narcotic Violations,SOCIETY,N,,,Day Watch,-84.349727,33.741795,Ormewood Park,W,5,Part II,,eb5a1f5c-f911-4139-a5c2-9ead22367f84,-84.349727,33.741795
346383,232778040,10/4/2023 6:04:58 PM,9/25/2023 11:00:00 AM,9/29/2023 11:30:00 AM,Monday,2,7,702,4200 S CARGO DR,Construction Site,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.426641,33.626171,,,,Part I,,031a890b-26bf-4808-adca-ef9603a901d9,-84.426641,33.6261710000001
345506,232771000,10/4/2023 6:07:40 PM,10/4/2023 5:36:00 PM,10/4/2023 5:50:00 PM,Wednesday,4,2,210,3393 PEACHTREE RD NE,Shopping Mall,23B,Purse-snatching,PROPERTY,N,,,Day Watch,-84.362119,33.84676,Lenox,B,7,Part I,1,0bb8dd12-0fa0-4253-bfee-6e911fe0ba56,-84.362119,33.8467600000001
350846,232770925,10/4/2023 6:08:11 PM,10/4/2023 4:35:00 PM,10/4/2023 4:40:00 PM,Wednesday,4,3,303,555 MCDANIEL ST SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.403414,33.740544,Mechanicsville,V,4,Part I,1,1b96cd11-0793-4cd8-b303-cee4c45bc5dc,-84.4034139999999,33.7405440000001
346384,232770798,10/4/2023 6:25:23 PM,10/4/2023 3:23:00 PM,10/4/2023 3:30:00 PM,Wednesday,4,4,409,2324 CASCADE RD,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.464436,33.721799,Adams Park,R,11,Part I,,c831568c-2e46-4e91-a87a-9806c3c4dbd6,-84.464436,33.721799
